"TI","AB"
"TRACEABILITY IN FOOD PROCESSING: PROBLEMS, METHODS, AND PERFORMANCE EVALUATIONS-A REVIEW","PROCESSED FOOD HAS BECOME AN INDISPENSABLE PART OF THE HUMAN FOOD CHAIN. IT PROVIDES RICH NUTRITION FOR HUMAN HEALTH AND SATISFIES VARIOUS OTHER REQUIREMENTS FOR FOOD CONSUMPTION. HOWEVER, ESTABLISHING TRACEABILITY SYSTEMS FOR PROCESSED FOOD FACES A DIFFERENT SET OF CHALLENGES COMPARED TO PRIMARY AGRO-FOOD, BECAUSE OF THE VARIETY OF RAW MATERIALS, BATCH MIXING, AND RESOURCE TRANSFORMATION. IN THIS PAPER, PROGRESS IN THE TRACEABILITY OF PROCESSED FOOD IS REVIEWED. BASED ON AN ANALYSIS OF THE FOOD SUPPLY CHAIN AND PROCESSING STAGE, THE PROBLEM OF TRACEABILITY IN FOOD PROCESSING RESULTS FROM THE TRANSFORMATIONS THAT THE RESOURCES GO THROUGH. METHODS TO IMPLEMENT TRACEABILITY IN FOOD PROCESSING, INCLUDING PHYSICAL SEPARATION IN DIFFERENT LOTS, DEFINING AND ASSOCIATING BATCHES, ISOTOPE ANALYSIS AND DNA TRACKING, STATISTICAL DATA MODELS, INTERNAL TRACEABILITY SYSTEM DEVELOPMENT, ARTIFICIAL INTELLIGENCE (AI), AND BLOCKCHAIN-BASED APPROACHES ARE SUMMARIZED. TRACEABILITY IS EVALUATED BASED ON RECALL EFFECTS, TRUS (TRACEABLE RESOURCE UNITS), AND COMPREHENSIVE GRANULARITY. DIFFERENT METHODS HAVE DIFFERENT ADVANTAGES AND DISADVANTAGES. THE COMBINED APPLICATION OF DIFFERENT METHODS SHOULD CONSIDER THE SPECIFIC APPLICATION SCENARIOS IN FOOD PROCESSING TO IMPROVE GRANULARITY. ON THE OTHER HAND, NOVEL TECHNOLOGIES, INCLUDING BATCH MIXING OPTIMIZATION WITH AI, QUALITY FORECASTING WITH BIG DATA, AND CREDIBLE TRACEABILITY WITH BLOCKCHAIN, ARE PRESENTED IN THE CONTEXT OF IMPROVING TRACEABILITY PERFORMANCE IN FOOD PROCESSING."
"DIGITAL TWINS OF FOOD PROCESS OPERATIONS: THE NEXT STEP FOR FOOD PROCESS MODELS?","FOOD PROCESS MODELING HAS MATURED WITH THE DEVELOPMENT OF MULTISCALE, MULTIPHASE AND MULTI-PHYSICS APPROACHES. MORE COMPREHENSIVE NUMERICAL TOOLS AND SOFTWARE PLATFORMS FOR IMPROVING INSIGHTS AND OPTIMIZING DESIGNS AND PROCESSES HAVE EMERGED. IN THE CONTEXT OF INDUSTRIAL DIGITALIZATION AND THE ADVENT OF THE INTERNET OF THINGS, THE CONCEPT OF THE DIGITAL TWIN HAS RECENTLY EMERGED AS A MEANS FOR MORE VERSATILE PROCESS OPERATIONAL MANAGEMENT. THE DIGITAL TWIN IS DEFINED AS A VIRTUAL REPLICA OF THE REAL PROCESS OPERATION, WHICH IS CONNECTED TO THE REAL WORLD BY SENSOR DATA AND ADVANCED BIG DATA ANALYTICAL TOOLS. WHILE ALL ELEMENTS ARE AVAILABLE FOR IMPLEMENTING DIGITAL TWINS, WITH THE DIFFERENT TYPES OF MODELS PLAYING A CENTRAL ROLE, IT WILL REQUIRE A MULTIDISCIPLINARY APPROACH FOR SUCCESSFUL IMPLEMENTATION AND OPERATION. THE FIRST AGROFOOD APPLICATIONS STILL NEED TO BE DEMONSTRATED. THIS PAPER MAINLY FOCUSSES ON THE ROLE MORE PHYSICS-BASED MODELS CAN PLAY, IN ADDITION TO DATA-DRIVEN AND HYBRID MODELS."
"A REVIEW ON THE APPLICATION OF CHEMOMETRICS AND MACHINE LEARNING ALGORITHMS TO EVALUATE BEER AUTHENTICATION","BEER IS CONSIDERED ONE OF THE TOP THREE MOST POPULAR DRINKS, BEING CONSUMED ALL OVER THE WORLD. DURING THE LAST FEW DECADES, DISCRIMINATION OF BEVERAGES AND FOOD PRODUCTS HAS GAINED ATTENTION WITH MANY APPLICATION RESEARCH STUDIES BASED ON CHEMICAL PARAMETERS AND CHEMOMETRIC OR MACHINE LEARNING ALGORITHMS. HOWEVER, NO REVIEWS ABOUT THE EVALUATION OF BEERS HAVE BEEN REPORTED. THEREFORE, THIS REVIEW PRESENTS APPLICATIONS OF BEER CLASSIFICATION AMONG BRANDS, STYLES AND TYPES, AGING, ORIGIN, AND THE PREDICTION OF QUALITY ATTRIBUTES OF INTEREST BASED ON CHEMOMETRIC, MACHINE LEARNING METHODS, AND CHEMICAL PARAMETERS. AFTER ANALYZING THE LITERATURE, IT WAS FOUND THAT CHEMOMETRIC AND MACHINE LEARNING METHODS ARE SUCCESSFUL TOOLS FOR QUALITATIVE AND QUANTITATIVE EXAMINATION OF BEERS. HOWEVER, MORE WORK NEEDS TO BE DONE TO EVALUATE MACHINE LEARNING METHODS AND DATA MINING ALGORITHMS, SUCH AS SAMPLING, FEATURE SELECTION, AND ADVANCED CLASSIFICATION ALGORITHMS."
"A REVIEW OF CONVOLUTIONAL NEURAL NETWORK APPLIED TO FRUIT IMAGE PROCESSING","AGRICULTURE HAS ALWAYS BEEN AN IMPORTANT ECONOMIC AND SOCIAL SECTOR FOR HUMANS. FRUIT PRODUCTION IS ESPECIALLY ESSENTIAL, WITH A GREAT DEMAND FROM ALL HOUSEHOLDS. THEREFORE, THE USE OF INNOVATIVE TECHNOLOGIES IS OF VITAL IMPORTANCE FOR THE AGRI-FOOD SECTOR. CURRENTLY ARTIFICIAL INTELLIGENCE IS ONE VERY IMPORTANT TECHNOLOGICAL TOOL WIDELY USED IN MODERN SOCIETY. PARTICULARLY, DEEP LEARNING (DL) HAS SEVERAL APPLICATIONS DUE TO ITS ABILITY TO LEARN ROBUST REPRESENTATIONS FROM IMAGES. CONVOLUTIONAL NEURAL NETWORKS (CNN) IS THE MAIN DL ARCHITECTURE FOR IMAGE CLASSIFICATION. BASED ON THE GREAT ATTENTION THAT CNNS HAVE HAD IN THE LAST YEARS, WE PRESENT A REVIEW OF THE USE OF CNN APPLIED TO DIFFERENT AUTOMATIC PROCESSING TASKS OF FRUIT IMAGES: CLASSIFICATION, QUALITY CONTROL, AND DETECTION. WE OBSERVE THAT IN THE LAST TWO YEARS (2019-2020), THE USE OF CNN FOR FRUIT RECOGNITION HAS GREATLY INCREASED OBTAINING EXCELLENT RESULTS, EITHER BY USING NEW MODELS OR WITH PRE-TRAINED NETWORKS FOR TRANSFER LEARNING. IT IS WORTH NOTING THAT DIFFERENT TYPES OF IMAGES ARE USED IN DATASETS ACCORDING TO THE TASK PERFORMED. BESIDES, THIS ARTICLE PRESENTS THE FUNDAMENTALS, TOOLS, AND TWO EXAMPLES OF THE USE OF CNNS FOR FRUIT SORTING AND QUALITY CONTROL."
"FOOD TRACEABILITY SYSTEM FROM GOVERNMENTAL, CORPORATE, AND CONSUMER PERSPECTIVES IN THE EUROPEAN UNION AND CHINA: A COMPARATIVE REVIEW","BACKGROUND: FOOD SAFETY HAS GARNERED MUCH WORLDWIDE ATTENTION RECENTLY FOR REASONS THAT ARE, UNFORTUNATELY, NOT ALWAYS POSITIVE. TRACEABILITY SYSTEM (TS) IS DESIGNED TO ASSURE SAFE AND GOOD QUALITY FOOD, WHILE REDUCING THE COSTS OF FOOD RECALLS. IT SHOULD ENCOMPASS ALL STAKEHOLDERS, INCLUDING GOVERNMENTS, COMPANIES, AND CONSUMERS, EACH OF WHOM HAS AN IMPORTANT ROLE IN THE IMPLEMENTATION AND GUARDIANSHIP OF SUCH SYSTEMS. THE EU AND CHINA ARE AMONGST THE MAIN PLAYERS IMPLEMENTING TS AND ARE CONSTANTLY EXPLORING NEW OPPORTUNITIES AND MONITORING CHALLENGES FOR TS IN A TIME OF SHIFTING CONSUMER DEMANDS AND RAPID NEW TECHNOLOGY INNOVATION. SCOPE AND APPROACH: THIS ARTICLE STATES DEVELOPMENT STAGES FROM TS 1.0 TO 3.0. AND REVIEWS TS DEVELOPMENT IN A NUMBER OF KEY COUNTRIES AND REGIONS. COMPARISONS BETWEEN THE EU AND CHINA ARE DRAWN IN TERMS OF GOVERNMENT, CORPORATE, AND CONSUMER INVOLVEMENT IN TRACEABILITY. KEY FINDINGS AND CONCLUSIONS: A FUNCTIONAL TS, WHILE PROVIDING BI-DIRECTIONAL COMMUNICATION BETWEEN TRADING PARTNERS, MUST MEET THE LAWS AND REGULATIONS WHERE IT OPERATES. A FUNCTIONAL SYSTEM MUST ALSO CONSIDER CONSUMER VALUE AND PERCEPTION, WHICH VARIES WITH GEOGRAPHY. THERE ARE A VARIETY OF PROMISING TECHNOLOGIES AVAILABLE ON THE MARKET TODAY TO MODERNIZE TS, INCLUDING ARTIFICIAL INTELLIGENCE (AI) AND BLOCKCHAIN. A KEY FINDING OF THIS RESEARCH IS THAT BOTH THE EU AND CHINA HAVE DEVELOPED SIGNIFICANT TRADE LINKS IN RECENT YEARS WHICH WILL CERTAINLY POSITIVELY IMPACT BOTH ECONOMIES. KEY TO UNDERPINNING THE SUSTAINABILITY OF THESE TRADE LINKS WILL BE THE ADOPTION OF COMMON TS TO PREVENT NEGATIVE ASSOCIATIONS."
"APPLICATION OF FUZZY LOGIC IN SENSORY EVALUATION OF FOOD PRODUCTS: A COMPREHENSIVE STUDY","SENSORY EVALUATION PLAYS A VITAL ROLE IN THE ASSESSMENT OF ACCEPTANCE OF NOVEL FOOD PRODUCTS AND PREFERENCES FOR DIFFERENT CUISINES. THIS PROCESS PROVIDES SIGNIFICANT AND VALUABLE INFORMATION TO THE FOOD-PROCESSING INDUSTRIES AND FOOD SCIENTISTS REGARDING THE SENSORY QUALITY OF FOOD PRODUCTS. TRADITIONAL TECHNIQUES GENERALLY EMPLOYED FOR THE SENSORY EVALUATION ASSESS ONLY IN A QUALITATIVE SENSE AND CANNOT PERFORM A PRECISE QUANTITATIVE ASSESSMENT. HOWEVER, RECENTLY, NOVEL TECHNIQUES SUCH AS FUZZY SET THEORY HAVE BEEN EFFECTIVELY USED IN ASSESSING THE SENSORY CHARACTERISTICS OF VARIOUS TRADITIONAL AS WELL AS NOVEL FOOD PRODUCTS DEVELOPED THROUGH FORTIFICATION AND MODIFIED PROCESSING TECHNIQUES. THE AIM OF THE FUZZY SET THEORY IS TO TREAT AMBIGUOUS PHENOMENA MATHEMATICALLY AND EXPRESS THE DEGREE OF INCOMPREHENSIBILITY IN HUMAN THINKING ALONG WITH CONNECTING IT TO A REAL NUMBER. FURTHERMORE, FUZZY LOGIC MIMICS HUMAN BEHAVIOR FOR REASONING AND DECISION-MAKING. IN FUZZY MODELING, LINGUISTIC ENTITIES SUCH AS ``NOT SATISFACTORY, FAIR, MEDIUM, GOOD AND EXCELLENT'' ARE EMPLOYED FOR DESCRIBING THE SENSORY ATTRIBUTES OF FOOD PRODUCTS (INCLUDING COLOR, AROMA, TASTE, TEXTURE, AND MOUTHFEEL) OBTAINED THROUGH SUBJECTIVE EVALUATION, WHICH ARE COMBINED WITH THE ACCURATE AND PRECISE DATA ATTAINED THROUGH OBJECTIVE EVALUATION TO DRAW CONCLUSIONS REGARDING ACCEPTANCE, REJECTION, AND RANKING, ALONG WITH STRONG AND WEAK CHARACTERISTICS OF THE FOOD UNDER STUDY. THIS ANALYSIS ALSO ASSISTS IN FINDING THE PREFERENCE OF QUALITY ATTRIBUTES AND SETS CRITERIA FOR ACCEPTANCE OR REJECTION OF THE NEWLY DEVELOPED FOODS. THIS REVIEW PROVIDES AN OVERVIEW OF THE APPLICATION OF FUZZY CONCEPTS TO THE SENSORY EVALUATION OF TRADITIONAL AND NOVEL FOOD PRODUCTS (OFTEN ENRICHED WITH NUTRACEUTICALS) IN THE FOOD INDUSTRY, ALONG WITH THE CORRESPONDING ADVANTAGES."
"INTERNET OF THINGS IN FOOD SAFETY: LITERATURE REVIEW AND A BIBLIOMETRIC ANALYSIS","BACKGROUND: INTERNET OF THINGS (IOT) IS GROWING EXPONENTIALLY AND CAN BECOME AN ENORMOUS SOURCE OF INFORMATION. IOT HAS PROVIDED NEW OPPORTUNITIES IN DIFFERENT DOMAINS BUT ALSO CHALLENGES ARE APPARENT THAT MUST BE ADDRESSED. LITTLE ATTENTION HAS BEEN PAID TO THE POTENTIAL USE OF IOT IN THE FOOD SAFETY DOMAIN AND THEREFORE THE AIM OF THIS STUDY WAS TO FILL THIS GAP. SCOPE AND APPROACH: THIS PAPER REVIEWS THE USE OF IOT TECHNOLOGY IN FOOD SAFETY. A LITERATURE REVIEW WAS CONDUCTED USING ACADEMIC DOCUMENTS WRITTEN IN ENGLISH LANGUAGE AND PUBLISHED IN PEER-REVIEWED SCIENTIFIC JOURNALS. THE RELEVANT ARTICLES WERE ANALYSED USING THE BIBLIOMETRIC NETWORKS TO INVESTIGATE THE RELATIONSHIPS BETWEEN AUTHORS, COUNTRIES, AND CONTENT. KEY FINDINGS AND CONCLUSIONS: IOT IN FOOD SAFETY IS A RELATIVELY NEW APPROACH; THE FIRST ARTICLE APPEARED IN 2011 AND HAS INCREASED SINCE THEN. MAJORITY OF THESE STUDIES WERE PERFORMED BY CHINESE UNIVERSITIES AND THE MAIN IOT APPLICATIONS REPORTED WERE ON FOOD SUPPLY CHAINS TO TRACE FOOD PRODUCTS, FOLLOWED BY MONITORING OF FOOD SAFETY AND QUALITY. THE VAST MAJORITY OF PUBLICATIONS WERE RELATED TO FOOD, MEAT, COLD CHAIN PRODUCTS AND AGRICULTURAL PRODUCTS. THESE STUDIES USED SENSORS TO MONITOR MAINLY TEMPERATURE, HUMIDITY, AND LOCATION. THE MOST FREQUENTLY USED COMMUNICATION TECHNOLOGIES WERE INTERNET, RADIO FREQUENCY IDENTIFICATIONS (RFID) AND WIRELESS SENSOR NETWORKS (WSN). THIS ARTICLE IDENTIFIES KNOWLEDGE GAPS TO INFORM THE COMMUNITY, INDUSTRY, GOVERNMENT AUTHORITIES ABOUT RESEARCH DIRECTIONS FOR IOT IN FOOD SAFETY."
"APPLICATION OF DEEP LEARNING IN FOOD: A REVIEW","DEEP LEARNING HAS BEEN PROVED TO BE AN ADVANCED TECHNOLOGY FOR BIG DATA ANALYSIS WITH A LARGE NUMBER OF SUCCESSFUL CASES IN IMAGE PROCESSING, SPEECH RECOGNITION, OBJECT DETECTION, AND SO ON. RECENTLY, IT HAS ALSO BEEN INTRODUCED IN FOOD SCIENCE AND ENGINEERING. TO OUR KNOWLEDGE, THIS REVIEW IS THE FIRST IN THE FOOD DOMAIN. IN THIS PAPER, WE PROVIDED A BRIEF INTRODUCTION OF DEEP LEARNING AND DETAILEDLY DESCRIBED THE STRUCTURE OF SOME POPULAR ARCHITECTURES OF DEEP NEURAL NETWORKS AND THE APPROACHES FOR TRAINING A MODEL. WE SURVEYED DOZENS OF ARTICLES THAT USED DEEP LEARNING AS THE DATA ANALYSIS TOOL TO SOLVE THE PROBLEMS AND CHALLENGES IN FOOD DOMAIN, INCLUDING FOOD RECOGNITION, CALORIES ESTIMATION, QUALITY DETECTION OF FRUITS, VEGETABLES, MEAT AND AQUATIC PRODUCTS, FOOD SUPPLY CHAIN, AND FOOD CONTAMINATION. THE SPECIFIC PROBLEMS, THE DATASETS, THE PREPROCESSING METHODS, THE NETWORKS AND FRAMEWORKS USED, THE PERFORMANCE ACHIEVED, AND THE COMPARISON WITH OTHER POPULAR SOLUTIONS OF EACH RESEARCH WERE INVESTIGATED. WE ALSO ANALYZED THE POTENTIAL OF DEEP LEARNING TO BE USED AS AN ADVANCED DATA MINING TOOL IN FOOD SENSORY AND CONSUME RESEARCHES. THE RESULT OF OUR SURVEY INDICATES THAT DEEP LEARNING OUTPERFORMS OTHER METHODS SUCH AS MANUAL FEATURE EXTRACTORS, CONVENTIONAL MACHINE LEARNING ALGORITHMS, AND DEEP LEARNING AS A PROMISING TOOL IN FOOD QUALITY AND SAFETY INSPECTION. THE ENCOURAGING RESULTS IN CLASSIFICATION AND REGRESSION PROBLEMS ACHIEVED BY DEEP LEARNING WILL ATTRACT MORE RESEARCH EFFORTS TO APPLY DEEP LEARNING INTO THE FIELD OF FOOD IN THE FUTURE."
"A REVIEW ON BLOCKCHAIN APPLICATIONS IN THE AGRI-FOOD SECTOR","BACKGROUND FOOD SECURITY CAN BENEFIT FROM THE TECHNOLOGY'S TRANSPARENCY, RELATIVELY LOW TRANSACTION COSTS AND INSTANTANEOUS APPLICATIONS. A BLOCKCHAIN IS A DISTRIBUTED DATABASE OF RECORDS IN THE FORM OF ENCRYPTED BLOCKS, OR A PUBLIC LEDGER OF ALL TRANSACTIONS OR DIGITAL EVENTS THAT HAVE BEEN EXECUTED AND SHARED AMONG PARTICIPATING PARTIES AND CAN BE VERIFIED AT ANY TIME IN THE FUTURE. GENERALLY, THE ROBUST AND DECENTRALIZED FUNCTIONALITY OF THE BLOCKCHAIN IS USED FOR GLOBAL FINANCIAL SYSTEMS, BUT IT CAN EASILY BE EXPANDED TO CONTRACTS AND OPERATIONS SUCH AS TRACKING OF THE GLOBAL SUPPLY CHAIN. IN THE PRECISION AGRICULTURE CONTEXT, INFORMATION AND COMMUNICATIONS TECHNOLOGY CAN BE FURTHER IMPLEMENTED WITH A BLOCKCHAIN INFRASTRUCTURE TO ENABLE NEW FARM SYSTEMS AND E-AGRICULTURE SCHEMES. RESULTS THE PURPOSE OF THIS REVIEW IS TO SHOW A PANORAMA OF THE SCIENTIFIC STUDIES (ENRICHED BY A TERMS MAPPING ANALYSIS) ON THE USE OF BLOCKCHAIN IN THE AGRI-FOOD SECTOR, FROM BOTH AN ENTIRELY COMPUTATIONAL AND AN APPLICATIVE POINT OF VIEW. AS EVIDENCED BY THE NETWORK ANALYSIS, THE REVIEWED STUDIES MAINLY FOCUSED ON SOFTWARE ASPECTS (E.G. THE ARCHITECTURE AND SMART CONTRACTS). HOWEVER, SOME ASPECTS REGARDING THE DIFFERENT BLOCKCHAIN KNOTS (COMPUTERS ALWAYS CONNECTED TO THE BLOCKCHAIN NETWORK) HAVING THE ROLE TO STORE AND DISTRIBUTE AN UPDATED COPY OF EACH BLOCK IN A FOOD SUPPLY-CHAIN, RESULT OF CRUCIAL IMPORTANCE. CONCLUSION THESE TECHNOLOGIES APPEAR VERY PROMISING AND RICH OF GREAT POTENTIAL SHOWING A GOOD FLEXIBILITY FOR APPLICATIONS IN SEVERAL SECTORS BUT STILL IMMATURE AND HARD TO APPLY DUE TO THEIR COMPLEXITY. (C) 2019 SOCIETY OF CHEMICAL INDUSTRY"
"RECENT DEVELOPMENTS OF ARTIFICIAL INTELLIGENCE IN DRYING OF FRESH FOOD: A REVIEW","INTELLECTUALIZATION IS AN IMPORTANT DIRECTION OF DRYING DEVELOPMENT AND ARTIFICIAL INTELLIGENCE (AI) TECHNOLOGIES HAVE BEEN WIDELY USED TO SOLVE PROBLEMS OF NONLINEAR FUNCTION APPROXIMATION, PATTERN DETECTION, DATA INTERPRETATION, OPTIMIZATION, SIMULATION, DIAGNOSIS, CONTROL, DATA SORTING, CLUSTERING, AND NOISE REDUCTION IN DIFFERENT FOOD DRYING TECHNOLOGIES DUE TO THE ADVANTAGES OF SELF-LEARNING ABILITY, ADAPTIVE ABILITY, STRONG FAULT TOLERANCE AND HIGH DEGREE ROBUSTNESS TO MAP THE NONLINEAR STRUCTURES OF ARBITRARILY COMPLEX AND DYNAMIC PHENOMENA. THIS ARTICLE PRESENTS A COMPREHENSIVE REVIEW ON INTELLIGENT DRYING TECHNOLOGIES AND THEIR APPLICATIONS. THE PAPER STARTS WITH THE INTRODUCTION OF BASIC THEORETICAL KNOWLEDGE OF ANN, FUZZY LOGIC AND EXPERT SYSTEM. THEN, WE SUMMARIZE THE AI APPLICATION OF MODELING, PREDICTING, AND OPTIMIZATION OF HEAT AND MASS TRANSFER, THERMODYNAMIC PERFORMANCE PARAMETERS, AND QUALITY INDICATORS AS WELL AS PHYSIOCHEMICAL PROPERTIES OF DRIED PRODUCTS IN ARTIFICIAL BIOMIMETIC TECHNOLOGY (ELECTRONIC NOSE, COMPUTER VISION) AND DIFFERENT CONVENTIONAL DRYING TECHNOLOGIES. FURTHERMORE, OPPORTUNITIES AND LIMITATIONS OF AI TECHNIQUE IN DRYING ARE ALSO OUTLINED TO PROVIDE MORE IDEAS FOR RESEARCHERS IN THIS AREA."
"ALTERNATIVE DATA MINING/MACHINE LEARNING METHODS FOR THE ANALYTICAL EVALUATION OF FOOD QUALITY AND AUTHENTICITY - A REVIEW","IN RECENT YEARS, THE VARIETY AND VOLUME OF DATA ACQUIRED BY MODERN ANALYTICAL INSTRUMENTS IN ORDER TO CONDUCT A BETTER AUTHENTICATION OF FOOD HAS DRAMATICALLY INCREASED. SEVERAL PATTERN RECOGNITION TOOLS HAVE BEEN DEVELOPED TO DEAL WITH THE LARGE VOLUME AND COMPLEXITY OF AVAILABLE TRIAL DATA. THE MOST WIDELY USED METHODS ARE PRINCIPAL COMPONENT ANALYSIS (PCA), PARTIAL LEAST SQUARES-DISCRIMINANT ANALYSIS (PLS-DA), SOFT INDEPENDENT MODELLING BY CLASS ANALOGY (SIMCA), K-NEAREST NEIGHBOURS (KNN), PARALLEL FACTOR ANALYSIS (PARAFAC), AND MULTIVARIATE CURVE RESOLUTION-ALTERNATING LEAST SQUARES (MCR-ALS). NEVERTHELESS, THERE ARE ALTERNATIVE DATA TREATMENT METHODS, SUCH AS SUPPORT VECTOR MACHINE (SVM), CLASSIFICATION AND REGRESSION TREE (CART) AND RANDOM FOREST (RF), THAT SHOW A GREAT POTENTIAL AND MORE ADVANTAGES COMPARED TO CONVENTIONAL ONES. IN THIS PAPER, WE EXPLAIN THE BACKGROUND OF THESE METHODS AND REVIEW AND DISCUSS THE REPORTED STUDIES IN WHICH THESE THREE METHODS HAVE BEEN APPLIED IN THE AREA OF FOOD QUALITY AND AUTHENTICITY. IN ADDITION, WE CLARIFY THE TECHNICAL TERMINOLOGY USED IN THIS PARTICULAR AREA OF RESEARCH."
"A CRITICAL REVIEW ON THE USE OF ARTIFICIAL NEURAL NETWORKS IN OLIVE OIL PRODUCTION, CHARACTERIZATION AND AUTHENTICATION","ARTIFICIAL NEURAL NETWORKS (ANN) ARE COMPUTATIONALLY BASED MATHEMATICAL TOOLS INSPIRED BY THE FUNDAMENTAL CELL OF THE NERVOUS SYSTEM, THE NEURON. ANN CONSTITUTE A SIMPLIFIED ARTIFICIAL REPLICA OF THE HUMAN BRAIN CONSISTING OF PARALLEL PROCESSING NEURAL ELEMENTS SIMILAR TO NEURONS IN LIVING BEINGS. ANN IS ABLE TO STORE LARGE AMOUNTS OF EXPERIMENTAL INFORMATION TO BE USED FOR GENERALIZATION WITH THE AID OF AN APPROPRIATE PREDICTION MODEL. ANN HAS PROVED USEFUL FOR A VARIETY OF BIOLOGICAL, MEDICAL, ECONOMIC AND METEOROLOGICAL PURPOSES, AND IN AGRO-FOOD SCIENCE AND TECHNOLOGY. THE OLIVE OIL INDUSTRY HAS A SUBSTANTIAL WEIGHT IN MEDITERRANEAN'S ECONOMY. THE DIFFERENT STEPS OF THE OLIVE OIL PRODUCTION PROCESS, WHICH INCLUDE OLIVE TREE AND FRUIT CARE, FRUIT HARVEST, MECHANICAL AND CHEMICAL PROCESSING, AND OIL PACKAGING HAVE BEEN EXAMINED IN DEPTH WITH A VIEW TO THEIR OPTIMIZATION, AND SO HAVE THE AUTHENTICITY, SENSORY PROPERTIES AND OTHER QUALITY-RELATED PROPERTIES OF OLIVE OIL. THIS PAPER REVIEWS EXISTING LITERATURE ON THE USE OF BIOINFORMATICS PREDICTIVE METHODS BASED ON ANN IN CONNECTION WITH THE PRODUCTION, PROCESSING AND CHARACTERIZATION OF OLIVE OIL. IT EXAMINES THE STATE OF THE ART IN BIOINFORMATICS TOOLS FOR OPTIMIZING OR PREDICTING ITS QUALITY WITH A VIEW TO IDENTIFYING POTENTIAL DEFICIENCIES OR ASPECTS FOR IMPROVEMENT."
"RECENT ADVANCES IN THERMOPHYSICAL PROPERTIES-MEASUREMENTS, PREDICTION, AND IMPORTANCE","MEASUREMENT AND PREDICTION OF DENSITY, SPECIFIC HEAT, AND THERMAL CONDUCTIVITY ARE CRITICAL TO HEAT TRANSFER CALCULATIONS IN FOODS. IN THIS REVIEW, WE OUTLINE THE SIGNIFICANT CHANGES IN THE AREA OF PREDICTIVE MODELING OF THERMOPHYSICAL PROPERTIES OVER THE LAST TWO DECADES. THERE HAS BEEN A RISE IN THE NUMBER OF RESEARCHERS APPLYING SOPHISTICATED ARTIFICIAL NEURAL NETWORKS, FUZZY LOGIC, AND SO ON TO STUDY THE NON-LINEAR DEPENDENCY OF THERMOPHYSICAL PROPERTIES ON TEMPERATURE, PRESSURE, AND FORMULATION. THE REFINEMENT AND VALIDATION OF PREDICTIVE MODELS RELY ON ACCURATE MEASUREMENTS OF THERMOPHYSICAL PROPERTIES. NEW DEVELOPMENTS IN INSTRUMENTATION SUCH AS THREE-DIMENSIONAL IMAGING AND MODIFICATIONS TO CALORIMETRIC OR LINE HEAT SOURCE METHODS HAVE ENCOURAGED RESEARCHERS TO EMPLOY CUTTING-EDGE TECHNOLOGY FOR DENSITY, SPECIFIC HEAT, AND THERMAL CONDUCTIVITY MEASUREMENTS. THOUGH ADVANCEMENTS HAVE BEEN MADE IN ADOPTING NEW SCIENTIFIC PRINCIPLES, FINDING THE BEST APPROACH FOR MEASURING EACH PROPERTY USING SUPERIOR INSTRUMENTATION AND ADVANCED DATA ANALYSIS SOFTWARE IS A WORK IN PROGRESS."
"DESIGN OF EXPERIMENTS AND REGRESSION MODELLING IN FOOD FLAVOUR AND SENSORY ANALYSIS: A REVIEW","BACKGROUND: FOOD SENSORY SCIENCE AND FLAVOUR ANALYSIS ARE KEY PROCESSES IN NEW PRODUCT DEVELOPMENT, AND IS ESSENTIAL IN UNDERSTANDING CONSUMERS BY BRIDGING THE GAP BETWEEN PRODUCT CHARACTERISTICS AND CONSUMER PERCEPTION AND ACCEPTANCE. SCOPE AND APPROACH: THIS ARTICLE PROVIDES A CRITICAL REVIEW OF COMPUTER-BASED APPROACHES TO FLAVOUR AND SENSORY ANALYSIS, INCLUDING OPTIMAL DESIGN APPROACHES TO SENSORY EXPERIMENTAL DESIGNS, AND INCORPORATION OF NONLINEAR MODELLING METHODS SUCH AS ARTIFICIAL NEURAL NETWORK INTO THE ANALYSIS OF RESULTS. THE ADVANTAGES AND DISADVANTAGES OF THESE METHODS, AS WELL AS THEIR STATISTICAL BACKGROUND WILL BE DISCUSSED. THE INCORPORATION OF THESE STATISTICAL AND MATHEMATICAL METHODS INTO EXISTING ANALYTICAL PROCESSES IS BRIEFLY COVERED, ALONG WITH AN OVERVIEW OF AVAILABLE COMPUTER SOFTWARE PACKAGES. KEY FINDINGS AND CONCLUSIONS: FOOD FLAVOUR AND SENSORY ANALYSIS IS AN INFORMATION GATHERING PROCESS, AND CAN BE DIVIDED INTO TWO MAIN STAGES: (1) THE DESIGN OF THE EXPERIMENT; (2) ANALYSES AND INTERPRETATION OF RESULTS. THE CHOICE OF AN ANALYTICAL PROCEDURE IN SENSORY AND FLAVOUR SCIENCE IS CRUCIAL IN OBTAINING INFORMATION CORRELATING FOOD PRODUCTS AND CONSUMERS. TRADITIONALLY, SENSORY ANALYSIS IS BASED ON CLASSICAL EXPERIMENTAL DESIGNS AND LINEAR MULTIVARIATE ANALYSIS TECHNIQUES. COMPUTER ALGORITHM-BASED METHODS SUCH AS OPTIMAL DESIGNS IN THE DESIGN OF EXPERIMENTS, AND ARTIFICIAL NEURAL NETWORK AS A NON-LINEAR REGRESSION METHOD MAY BE USED IN CONJUNCTION WITH CURRENT METHODS, OR ADOPTED TO OVERCOME POTENTIAL SHORTFALLS OF EXISTING METHODS."
